Verb_Address	Verb_Afun	Verb_Tag	Sbj_Tag	Pnom_Tag	Verb_Lemma	isValid	note
496.43	Adv	v3spia---	p-s---fn-	n-s---fn-	#Reconstructed	0	gapping
497.11	Pred	v3spia---	n-s---mn-	a-s---mn-	#Reconstructed	0	gapping
500.12	Pred	v3spia---	l-s---mn-	a-s---mn-	#Reconstructed	0	gapping
527.13	Pred	v3piia---	l-p---mn-	a-p---mn-	#Reconstructed	0	text corrupted?
650.2	Pred	v3spia---	v--ana---	a-s---nn-	#Reconstructed	1	
656.11	Pred	v3siia---	l-p---nn-	a-p---nn-	#Reconstructed	0	gapping
656.11	Pred	v3siia---	n-s---nn-	a-p---nn-	#Reconstructed	0	gapping
656.11	Pred	v3siia---	l-p---nn-	a-s---nn-	#Reconstructed	0	same as before?
656.11	Pred	v3siia---	n-s---nn-	a-s---nn-	#Reconstructed	0	same as before?
71.11	Pred	v3spia---	n-s---nn-	a-_---___	#Reconstructed	0	gapping
729.36	Obj	---------	n-p---ma-	a-p---mac	#Reconstructed	0	gapping
73.3	Pred	?	n-s---fn-	n-p---fa-	#Reconstructed	0	no sentence found
755.2	Pred	v3siia---	v--rna---	a-s---nn-	#Reconstructed	1	
756.2	Pred	v3spia---	v--pna---	a-s---nnc	#Reconstructed	1	
767.41	Obj	v3spia---	v--ana---	a-s---na-	#Reconstructed	1	
83.31	Pred	v3sfim---	a-s---mn-	n-s---mg-	#Reconstructed	0	gapping
89.3	Pred	v1siia---	v--anm---	a-s---nn-	#Reconstructed	1	
937.2	Pred	v3siia---	n-s---mn-	v-sapamn-	#Reconstructed	1	
100.1	Pred	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
101.3	Pred	v3siia---	n-s---fn-	a-s---fn-	εἰμί	1	
101.5	Sb	v3spia---	v-pfpmnn-	a-p---nnc	εἰμί	1	
10.17	Obj	v--pna---	v--ana---	a-s---na-	εἰμί	1	
1.1	Pred	v3siia---	v--pne---	n-s---nn-	εἰμί	1	
110.17	Obj	v--pna---	p-s---fa-	n-s---fa-	εἰμί	1	
111.3	Obj	v--pna---	v--ana---	n-s---nn-	εἰμί	1	
116.1	Pred	v3ppia--------	v-papmfn-	a-p---fn-	εἰμί	1	
1.18	Obj	v--pna---	n-s---fa-	a-s---fa-	εἰμί	1	
118.6	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
120.1	Pred	v3piia---	l-p---mn-	a-p---mn-	εἰμί	1	
127.19	Pred	v3siia---	n-s---fn-	a-s---fn-	εἰμί	1	
127.6	Sb	v--pna---	p-p---fa-	a-p---fa-	εἰμί	1	
1.3	Adv	v-pppang-	n-p---ng-	a-p---ngc	εἰμί	1	
1.3	Pred	v3ppia---	p-p---fn-	n-p---fn-	εἰμί	1	
13.3	Sb	v3spia---	v-sppenn-	a-s---nn-	εἰμί	1	
134.8	Obj	v--pna---	v-prpama-	d-------p	εἰμί	1	
137.1	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
139.5	Obj	v3spia---	v-prpenn-	a-p---nn-	εἰμί	1	
141.6	Adv	v-pppafg-	n-p---fg-	a-p---fg-	εἰμί	1	
14.44	Sb	v--pna---	l-s---na-	a-s---na-	εἰμί	1	
14.55	Obj	v3spia---	l-s---nn-	a-s---nn-	εἰμί	1	
146.1	Pred	v3spia---	n-s---fn-	p-s---fn-	εἰμί	1	
147.1	Pred	v3spia---	n-s---mn-	a-s---mn-	εἰμί	1	
151.7	Atr	v3spia---	v--anm---	a-s---nn-	εἰμί	1	
153.1	Pred	v3ppia---	p-p---fn-	a-p---fn-	εἰμί	1	
155.4	Adv	v--pna---	v-sappna-	v-sapamg-	εἰμί	1	
162.27	Obj	v--pna---	n-p---fa-	a-p---fac	εἰμί	1	
165.8	Sb	v--pna---	n-p---fa-	a-p---fa-	εἰμί	1	
168.41	Obj	v--pna---	v-pppama-	a-p---ma-	εἰμί	1	
169.5	Pred	v3piia---	n-p---fn-	a-_---___	εἰμί	1	
174.5	Pred	v3piia---	a-_---___	v-prpemn-	εἰμί	1	
179.1	Pred	v3spia---	n-s---mn-	p-s---mn-	εἰμί	1	
180.1	Atr	v3siia---	p-s---mn-	n-s---mn-	εἰμί	1	
181.9	Sb	v--pna---	n-s---na-	a-_---___	εἰμί	1	
182.3	Sb	v--pna---	n-s---fa-	n-s---fa-	εἰμί	1	
183.1	Pred	v3spia---	n-s---mn-	n-s---nn-	εἰμί	1	
18.6	Obj	v3piia---	n-p---mn-	a-p---mn-	εἰμί	1	
186.2	Pred	v3spia---	n-s---mn-	a-s---mn-	εἰμί	1	
190.1	Pred	v3siia---	p-p---nn-	a-p---nnc	εἰμί	1	
19.1	Pred	v3spia---	p-p---nn-	a-p---nn-	εἰμί	1	
191.28	Obj	v-sppama-	n-s---ma-	n-s---ma-	εἰμί	1	
194.3	Pred	v3siia---	v--pna---	v-srpann-	εἰμί	1	
197.3	Pred	v3piia---	v-papamn-	p-p---mn-	εἰμί	1	
20.1	Pred	v3siia---	n-s---mn-	n-s---mn-	εἰμί	1	
202.65	Obj	v--pna---	n-s---fa-	n-s---na-	εἰμί	1	
208.3	Pred	v3siia---	v--pna---	n-s---nn-	εἰμί	1	
20.9	Sb	v--pna---	n-p---fa-	n-p---fa-	εἰμί	1	
211.1	Pred	v3siia---	v--pna---	v-srpann-	εἰμί	1	
21.16	Adv	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
214.47	Obj	v--pna---	v--ana---	a-s---na-	εἰμί	1	
218.1	Pred	v3piia---	p-p---fn-	n-p---fn-	εἰμί	1	
219.16	Adv	v--pna---	n-s---fa-	a-s---fa-	εἰμί	1	
221.82	Atr	v3spia---	v--ana---	a-s---ma-	εἰμί	1	
222.3	Adv	v-pppamg-	n-p---mg-	a-s---mn-	εἰμί	1	
223.4	Obj	v--pna---	p-s---na-	a-s---nac	εἰμί	1	
224.42	Obj	v--pna---	n-s---fa-	a-s---fa-	εἰμί	1	
230.3	Obj	v--pna---	v-sppena-	a-s---nas	εἰμί	1	
238.3	Obj	v--pna---	n-s---ma-	v-sppema-	εἰμί	1	
240.39	Obj	v--pna---	n-s---ma-	d--------	εἰμί	1	
241.25	Sb	v--pna---	n-s---fa-	p-s---fa-	εἰμί	1	
242.21	Obj	v--pna---	n-s---fa-	a-s---fa-	εἰμί	1	
243.12	Adv	v3spia---	v--pne---	a-s---nn-	εἰμί	1	
244.3	Pred	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
244.39	Obj	v--pna---	p-s---fa-	a-s---fac	εἰμί	1	
245.1	Pred	v3spia---	n-s---fn-	a-s---fns	εἰμί	1	
248.1	Pred	v3spia---	l-s---nn-	a-s---nn_	εἰμί	1	
25.1	Pred	v3spia---	p-s---nn-	a-s---nn-	εἰμί	1	
25.25	Obj	v--pna---	v--anm---	n-s---na-	εἰμί	1	
25.28	Obj	v-sfpmfa-	n-s---ma-	a-s---fa-	εἰμί	1	
253.4	Sb	v--pna---	n-p---fa-	a-p---fa-	εἰμί	1	
254.12	Pred	v3siia---	p-s---mn-	v-sapamn-	εἰμί	1	
258.14	Pred	v3ppia---	n-p---mn-	v-pppamn-	εἰμί	1	
258.5	Pred	v3spia---	p-s---nn-	v-sppenn-	εἰμί	1	
26.23	Sb	v--pna---	n-s---fa-	a-s---fas	εἰμί	1	
26.33	Adv	v-sppamg-	v--pne---	n-s---ng-	εἰμί	1	
26.33	Adv	v--pna---	v--ana---	a-s---na-	εἰμί	1	
264.17	Adv	v3siia---	n-s---mn-	a-s---mn-	εἰμί	1	
265.2	Pred	v3spia---	v-sppamn-	a-s---mn-	εἰμί	1	
27.17	Sb	v--pna---	n-s---ma-	a-s---ma-	εἰμί	1	
276.1	Pred	v3spia---	p-s---mn-	a-s---mn-	εἰμί	1	
276.9	Obj	v3siia---	v--pne---	a-s---nn-	εἰμί	1	
277.15	Pred	v3siia---	n-s---fn-	a-s---fn-	εἰμί	1	
277.4	Pred	v3siia---	v--ana---	a-s---nn-	εἰμί	1	
278.1	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
284.1	Pred	v3spia---	p-s---mn-	n-s---mn-	εἰμί	1	
289.5	Obj	v3spia---	n-s---fn-	a-s---fn-	εἰμί	1	
290.1	Pred	v3siia---	n-s---mn-	a-s---mn-	εἰμί	1	
291.24	Obj	v--pna---	p-s---ma-	n-s---ma-	εἰμί	1	
294.1	Pred	v3piia---	n-p---fn-	a-p---fn-	εἰμί	1	
298.2	Pred	v3siia---	v--pna---	v-srpann-	εἰμί	1	
298.25	Obj	v3spia---	v--ana---	v-sppann-	εἰμί	1	
301.1	Sb	v--pna---	n-s---ma-	a-s---ma-	εἰμί	1	
309.19	Atr	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
3.1	Pred	v3spia---	a-s---nn-	a-s---nn-	εἰμί	1	
314.12	Sb	v--pna---	v--anm---	a-s---na-	εἰμί	1	
317.29	Atr	v3siia---	p-s---mn-	a-s---mn-	εἰμί	1	
32.1	Pred	v3spia---	p-s---nn-	n-s---nn-	εἰμί	1	
32.1	Pred	v3spia---	p-s---nn-	v-srpann-	εἰμί	1	
327.14	Sb	v--pna---	n-s---ma-	a-s---ma-	εἰμί	1	
328.11	Adv	v3spsa---	a-p---nn-	a-p---nn-	εἰμί	1	
331.1	Pred	v3ppia---	p-p---mn-	v-papamn-	εἰμί	1	
336.1	Pred	v3siia---	v-sppenn-	a-s---nn-	εἰμί	1	
353.6	Obj	v-sppafa-	n-s---fa-	a-s---fac	εἰμί	1	
362.1	Pred	v3siia---	n-s---mn-	v-sappmn-	εἰμί	1	
36.3	Pred	v3siia---	n-s---nn-	p-s---nn-	εἰμί	1	
369.1	Pred	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
375.9	Obj	v3spia---	v--pne---	a-s---nn-	εἰμί	1	
376.16	Obj	v-pppama-	n-p---ma-	a-p---ma-	εἰμί	1	
397.12	Atr	v3spia---	v--pna---	v-srpann-	εἰμί	1	
400.14	Adv	v--pna---	n-p---ma-	a-p---ma-	εἰμί	1	
40.1	Pred	v3sfim---	p-s---nn-	a-s---nn-	εἰμί	1	
405.2	Adv	v-pppafg-	n-p---fg-	a-p---fg-	εἰμί	1	
414.1	Pred	v3piia---	p-p---mn-	a-p---mn-	εἰμί	1	
415.26	Sb	v--pna---	l-s---ma-	a-s---nac-----	εἰμί	1	
416.1	Pred	v3piia---	n-p---fn-	a-p---nd-	εἰμί	1	
416.24	Adv	v3spia---	v--ana---	a-s---nnc-----	εἰμί	1	
42.1	Pred	v3spia---	v--pna---	n-s---nn-	εἰμί	1	
422.1	Pred	v3spia---	p-s---nn-	n-s---nn-	εἰμί	1	
423.1	Pred	v3piia---	l-p---mn-	a-p---mn-	εἰμί	1	
423.4	Pred	v3ppoa---	a-p---mn-	a-p---mn-	εἰμί	1	
426.2	Pred	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
426.5	Obj	v--pna---	v--pna---	a-s---na-	εἰμί	1	
428.29	Adv	v3spia---	p-s---nn-	n-s---nn-	εἰμί	1	
431.2	Pred	v3siia---	v--pna---	a-s---nn-	εἰμί	1	
436.14	Adv	v-pppang-	n-p---ng-	a-p---ng-	εἰμί	1	
437.1	Pred	v3spia---	v--pna---	v-srpann-	εἰμί	1	
437.5	Obj	v--pna---	n-s---na-	n-p---mg-	εἰμί	1	
437.5	Sb	v--pna---	v-pppama-	n-p---ma-	εἰμί	1	
438.26	Obj	v--pna---	n-s---na-	n-s---fa-	εἰμί	1	
442.19	Obj	v--pna---	p-s---na-	a-s---na-	εἰμί	1	
449.1	Pred	v3sfim---	p-s---nn-	v-sppenn-	εἰμί	1	
452.51	Atr	v3siia---	n-p---fa-	a-s---fn-	εἰμί	1	
453.1	Pred	v3spia---	p-s---nn-	v-srpenn-	εἰμί	1	
456.1	Pred	v3spia---	p-s---nn-	v-sppannp	εἰμί	1	
469.1	Pred	v3piia---	n-p---mn-	a-p---mn-	εἰμί	1	
473.1	Pred	v3spia---	n-s---nn-	n-s---nn-	εἰμί	1	
477.1	Pred	v3spia---	p-s---nn-	a-s---nn-	εἰμί	1	
478.1	Adv	v3spia---	n-s---nn-	n-s---fg-	εἰμί	1	
480.1	Pred	v3spia---	a-s---nn-	a-s---fg-	εἰμί	1	
491.1	Pred	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
496.38	Adv	v3spia---	p-s---fn-	n-s---fn-	εἰμί	1	
498.1	Pred	v3ppia---	a-p---mn-	a-p---mn-	εἰμί	1	
498.3	Pred	v3spia---	n-s---nn-	a-s---nn-	εἰμί	1	
500.26	Atr	v3spia---	n-s---mn-	v-sppemn-	εἰμί	1	
520.1	Pred	v3piia---	a-p---mn-	a-p---mn-	εἰμί	1	
526.1	Pred	v3siia---	n-s---mn-	a-s---mn-	εἰμί	1	
527.4	Pred	v3piia---	l-p---mn-	a-p---mnc	εἰμί	1	
528.1	Pred	v3siia---	n-s---mn-	a-s---mnc	εἰμί	1	
543.11	Adv	v3siia---	v--pna---	a-s---nn-	εἰμί	1	
549.1	Pred	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
565.1	Pred	v3siia---	n-s---nn-	n-s---fn-	εἰμί	1	
573.4	Obj	v--pna---	n-s---ma-	a-s---ma-	εἰμί	1	
574.32	Adv	v-sppamg-	n-s---mg-	d--------	εἰμί	1	
58.1	Obj	v--pna---	v--pna---	a-s---na-	εἰμί	1	
58.28	Adv	v--pna---	a-p---ma-	a-p---ma-	εἰμί	1	
591.1	Pred	v3siia---	n-s---mn-	a-s---mn-	εἰμί	1	
598.4	Pred	v3siia---	v--pna---	a-s---nn-	εἰμί	1	
599.17	Atr	v3spia---	p-s---nn-	a-s---nns	εἰμί	1	
6.1	Pred	v3ppia---	p-p---fn-	a-p---fn-	εἰμί	1	
618.5	Obj	v--pna---	p-p---ma-	d--------	εἰμί	1	
624.28	Adv	v--pna---	a-p---ma-	d--------	εἰμί	1	
62.5	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
6.26	Atr	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
635.19	Atr	v3spia---	p-s---nn-	a-s---nns	εἰμί	1	
640.1	Pred	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
642.1	Pred	v3spia---	n-s---nn-	a-s---nn-	εἰμί	1	
644.19	Pred	v3spia---	l-p---nn-	v-pppenn-	εἰμί	1	
651.5	Pred	v3spia---	v--pna---	a-s---nn-	εἰμί	1	
655.1	Pred	v3siia---	v--anm---	a-s---nn-	εἰμί	1	
656.4	Pred	v3piia---	n-p---fn-	a-p---mn-	εἰμί	1	
657.1	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
666.1	Pred	v3siia---	n-p---nn-	a-p---nn-	εἰμί	1	
673.1	Pred	v3siia---	v-sppann-	n-s---fn-	εἰμί	1	
686.71	Atr	v3siia---	p-s---nn-	a-s---nnc	εἰμί	1	
69.14	Obj	v--pna---	v--ana---	a-s---na-	εἰμί	1	
71.4	Pred	v3spia---	n-s---nn-	n-p---ng-	εἰμί	1	
724.3	Obj	v3spia---	a-s---nn-	p-s---nn-	εἰμί	1	
73.1	Pred	v3siia---	p-s---mn-	v-sppemn-	εἰμί	1	
736.1	Pred	v3spia---	v--ana---	a-s---ma-	εἰμί	1	
747.1	Pred	v3siia---	n-s---nn-	a-s---nn-	εἰμί	1	
752.1	Pred	v3siia---	n-s---nn-	n-p---mn-	εἰμί	1	
757.1	Pred	v3siia---	v--pne---	a-s---nn-	εἰμί	1	
760.1	Pred	v3siia---	a-p---nn-	a-p---nn-	εἰμί	1	
764.13	Adv	v3siia---	p-s---nn-	n-s---nn-	εἰμί	1	
767.1	Pred	v3siia---	v-sppenn-	a-s---nn-	εἰμί	1	
77.1	Pred	v3spia---	n-s---fn-	a-s---fn-	εἰμί	1	
808.85	Atr	v3siia---	n-s---mn-	n-s---mn-	εἰμί	1	
81.3	Obj	v--pna---	v-sppena-	n-s---na-	εἰμί	1	
818.1	Pred	v3spia---	n-s---mn-	n-p---mg-	εἰμί	1	
82.27	Atr	v3spia---	p-s---nn-	a-s---nns	εἰμί	1	
82.8	Obj	v--pna---	v--pna---	n-s---na-	εἰμί	1	
8.34	Atr	v3spia---	p-s---nn-	a-s---nns	εἰμί	1	
837.1	Pred	v3siia---	v-sappnn-	a-s---nn_	εἰμί	1	
885.3	Obj	v--pna---	v--pna---	a-s---na-	εἰμί	1	
89.1	Pred	v3spia---	l-s---nn-	n-s---nn-	εἰμί	1	
892.32	Atr	v--fnm---	p-s---ma-	a-s---ma-	εἰμί	1	
894.8	Obj	v--pna---	n-s---fa-	v--ana---	εἰμί	1	
899.1	Pred	v3siia---	p-s---mn-	a-s---mns	εἰμί	1	
903.1	Pred	v3siia---	p-s---nn-	a-s---nn-	εἰμί	1	
91.2	Obj	v--pna---	n-p---fa-	n-s---ma-	εἰμί	1	
92.8	Obj	v-sppafa-	n-s---fa-	a-s---fa-	εἰμί	1	
98.4	Adv	v-sppafg-	n-s---fg-	a-s---fg_	εἰμί	1	
989.3	Adv	v3siia---	l-p---nn-	a-p---nn-	εἰμί	1	
